borough_code,pct_recyc_2018,pct_recyc_2009,pct_change,the_geom,lots_parking,the_geom_webmercator,acres,acs_tooltip,acs_tooltip_2,acs_tooltip_3,area_sqmi,borocd,cb_email,cb_website,cd_full_title,cd_short_title,cd_son_fy2018,cd_tot_bldgs,cd_tot_resunits,count_hosp_clinic,count_libraries,count_parks,count_public_schools,crime_count,crime_count_boro,crime_count_nyc,crime_per_1000,crime_per_1000_boro,crime_per_1000_nyc,female_10_14,female_15_19,female_20_24,female_25_29,female_30_34,female_35_39,female_40_44,female_45_49,female_5_9,female_50_54,female_55_59,female_60_64,female_65_69,female_70_74,female_75_79,female_80_84,female_85_over,female_under_5,fp_100_area,fp_100_bldg,fp_100_cost_burden,fp_100_cost_burden_value,fp_100_mhhi,fp_100_mortg_value,fp_100_openspace,fp_100_ownerocc,fp_100_ownerocc_value,fp_100_permortg,fp_100_pop,fp_100_rent_burden,fp_100_rent_burden_value,fp_100_resunits,fp_500_area,fp_500_bldg,fp_500_cost_burden,fp_500_cost_burden_value,fp_500_mhhi,fp_500_mortg_value,fp_500_openspace,fp_500_ownerocc,fp_500_ownerocc_value,fp_500_permortg,fp_500_pop,fp_500_rent_burden,fp_500_rent_burden_value,fp_500_resunits,lep_rate,lep_rate_boro,lep_rate_nyc,lot_area_commercial_office,lot_area_industrial_manufacturing,lot_area_mixed_use,lot_area_open_space,lot_area_other_no_data,lot_area_parking,lot_area_public_facility_institution,lot_area_res_1_2_family_bldg,lot_area_res_multifamily_elevator,lot_area_res_multifamily_walkup,lot_area_transportation_utility,lot_area_vacant,lots_commercial_office,lots_industrial_manufacturing,lots_mixed_use,lots_open_space,lots_other_no_data,cartodb_id,lots_public_facility_institution,lots_res_1_2_family_bldg,lots_res_multifamily_elevator,lots_res_multifamily_walkup,lots_total,lots_transportation_utility,lots_vacant,male_10_14,male_15_19,male_20_24,male_25_29,male_30_34,male_35_39,male_40_44,male_45_49,male_5_9,male_50_54,male_55_59,male_60_64,male_65_69,male_70_74,male_75_79,male_80_84,male_85_over,male_under_5,mean_commute,mean_commute_boro,mean_commute_nyc,moe_bach_deg,moe_bach_deg_boro,moe_bach_deg_nyc,moe_foreign_born,moe_hh_rent_burd,moe_hh_rent_burd_boro,moe_hh_rent_burd_nyc,moe_lep_rate,moe_lep_rate_boro,moe_lep_rate_nyc,moe_mean_commute,moe_mean_commute_boro,moe_mean_commute_nyc,moe_over65_rate,moe_over65_rate_boro,moe_over65_rate_nyc,moe_poverty_rate,moe_under18_rate,moe_under18_rate_boro,moe_under18_rate_nyc,moe_unemnployment,moe_unemployment_boro,moe_unemployment_cd,neighborhoods,over65_rate,over65_rate_boro,over65_rate_nyc,pct_asian_nh,pct_bach_deg,pct_bach_deg_boro,pct_bach_deg_nyc,pct_black_nh,pct_clean_strts,pct_clean_strts_boro,pct_clean_strts_nyc,pct_foreign_born,pct_hh_rent_burd,pct_hh_rent_burd_boro,pct_hh_rent_burd_nyc,pct_hispanic,pct_other_nh,pct_served_parks,pct_white_nh,pop_2000,pop_2010,pop_acs,pop_change_00_10,poverty_rate,poverty_rate_boro,poverty_rate_nyc,puma,shared_puma,shared_puma_cd,son_issue_1,son_issue_2,son_issue_3,total_lot_area,under18_rate,under18_rate_boro,under18_rate_nyc,unemployment_boro,unemployment_cd,unemployment_nyc
111,0.1805074358874672,0.13475998820713905,0.3394735209534889,,124,,1518.5,"American Community Survey 2013-2017 5-Year Estimates for PUMA 3804, which is an approximation of Manhattan CD 11","American Community Survey (ACS) 2013-2017 5-year estimates for floodplain area within PUMA 3804, which is an approximation of Manhattan CD 11.",2010 Census population counts for floodplain area within Manhattan CD 11.,2.4,111,mn11@cb.nyc.gov,www.cb11m.org,Manhattan Community District 11,Manhattan CD 11,http://www1.nyc.gov/assets/planning/download/pdf/community/community-portal/statement_needs/mn11_statement_2018.pdf,3262,56222,47,4,27,39,1983,25961,96515,16.355851,15.7,11.8,2.8,3.1,4.2,5.4,4.5,4.0,3.6,3.5,2.5,3.4,3.4,2.8,2.3,1.7,1.6,1.2,1.3,2.6,1.45,1063,0.117145074,151,22000.0,459,0.843,0.058952664,1289,0.356089992,32448,0.458890112,8757,23471,2.9,1613,0.15202492199999998,244,21000.0,682,0.848,0.053911525,1605,0.42492211799999996,55060,0.47030688,12291,33248,19.4,15.5,23.1,1084685,305381,3852800,23946010,58247,841040,5344912,173616,9727400,2462087,5452635,2396697,162,72,815,55,11,11,234,109,220,1032,3119,47,238,3.4,3.3,4.0,5.0,4.3,3.3,2.7,2.4,2.7,3.0,2.5,2.3,1.4,1.1,0.7,0.6,0.7,2.9,35.6,31.8,40.8,1.3,0.3,0.2,1.2,1.7,0.5,0.3,1.1,0.3,0.1,1.1,0.2,0.1,0.6,0.1,0.1,1.3,0.8,0.1,0.1,0.1,0.2,0.7,"East Harlem, Harlem, Randall's Island Park, Wards Island Park",12.5,15.3,13.6,7.8,31.7,60.7,36.7,29.9,91.2,94.1,95.1,24.2,37.5,36.9,44.5,46.3,2.3,100,13.8,117743,120511,125720.0,0.02,22.3,14.4,19.8,3804,False,,Affordable housing,Neighborhood preservation (development trends),Unemployment,55645510,20.6,14.5,21,4.2,6.2,4.9
112,0.19689664819676225,0.15712390756862074,0.2531297830075385,,104,,1790.0,"American Community Survey 2013-2017 5-Year Estimates for PUMA 3801, which is an approximation of Manhattan CD 12","American Community Survey (ACS) 2013-2017 5-year estimates for floodplain area within PUMA 3801, which is an approximation of Manhattan CD 12.",2010 Census population counts for floodplain area within Manhattan CD 12.,2.8,112,ebsmith@cb.nyc.gov,www.nyc.gov/html/mancb12,Manhattan Community District 12,Manhattan CD 12,http://www1.nyc.gov/assets/planning/download/pdf/community/community-portal/statement_needs/mn12_statement_2018.pdf,2883,73244,33,3,23,51,2057,25961,96515,9.273328,15.7,11.8,2.1,2.6,4.1,5.3,4.7,3.7,3.0,3.3,2.3,3.1,3.2,3.1,2.4,1.8,1.5,1.1,1.6,2.6,1.07,75,0.167346939,164,22000.0,504,0.915,0.148710167,980,0.514285714,397,0.546088304,2820,1167,2.17,240,0.161290323,180,22000.0,504,0.9159999999999999,0.10658007800000001,1116,0.45161290299999995,11674,0.53938706,4752,5002,36.7,15.5,23.1,1608679,250636,6102869,27521402,48267,1262196,5085492,276575,6620578,5270330,2575336,4124182,182,11,596,39,3,12,191,163,394,921,2733,54,75,2.4,2.5,4.0,6.0,4.8,3.7,3.3,3.4,2.3,2.8,2.7,2.6,1.8,1.4,0.9,0.6,0.6,2.8,41.1,31.8,40.8,1.2,0.3,0.2,1.3,1.4,0.5,0.3,1.4,0.3,0.1,0.8,0.2,0.1,0.5,0.1,0.1,1.0,0.7,0.1,0.1,0.1,0.2,0.6,"Inwood, Washington Heights",13.6,15.3,13.6,2.6,32.8,60.7,36.7,7.9,89.8,94.1,95.1,46.3,45.2,36.9,44.5,69.2,1.5,100,18.6,208414,190020,221929.0,-0.09,19.6,14.4,19.8,3801,False,,Affordable housing,Neighborhood preservation (development trends),Schools,60746542,17.4,14.5,21,4.2,6.8,4.9
201,0.13353251655467716,0.08537181472493825,0.5641288285239006,,203,,1386.6,"American Community Survey 2013-2017 5-Year Estimates for PUMA 3710, which is an approximation of both Bronx CD 1 and Bronx CD 2","American Community Survey (ACS) 2013-2017 5-year estimates for floodplain area within PUMA 3710, which is an approximation of Bronx CD 1.",2010 Census population counts for floodplain area within Bronx CD 1.,2.2,201,brxcb1@optonline.net,www1.nyc.gov/site/bronxcb1/index.page,Bronx Community District 1,Bronx CD 1,http://www1.nyc.gov/assets/planning/download/pdf/community/community-portal/statement_needs/bx01_statement_2018.pdf,4286,36543,37,4,12,38,2373,20128,96515,23.359522,14.3,11.8,3.5,4.0,3.9,3.9,4.0,3.9,3.2,3.4,3.9,3.1,2.5,1.9,1.5,1.3,1.0,0.8,0.8,3.6,0.45,316,0.573099415,98,17000.0,97,0.0,0.052957572,171,0.567251462,580,0.580417109,1642,1157,0.84,460,0.5355191260000001,98,15000.0,97,0.001,0.041895603999999996,183,0.530054645,1412,0.587394744,2302,3382,30.4,26.1,23.1,2529986,8280970,3296972,2577361,1215708,1826273,4370025,2418796,6004100,3126797,4324607,1547694,278,300,523,44,45,13,175,1179,111,838,4004,101,207,4.1,3.9,5.2,4.8,4.0,3.6,2.7,2.8,4.3,2.8,2.2,1.9,1.0,0.9,0.7,0.3,0.2,4.3,43.0,44.2,40.8,0.9,0.3,0.2,1.1,1.6,0.6,0.3,1.2,0.3,0.1,0.9,0.3,0.1,0.4,0.1,0.1,1.3,0.7,0.1,0.1,0.1,0.2,0.5,"Melrose, Mott Haven, Port Morris",8.5,11.8,13.6,0.6,10.3,19.4,36.7,28.7,90.4,94.3,95.1,29.5,48.2,50.8,44.5,67.5,1.2,99,1.9,82159,91497,,0.11,31.0,26.2,19.8,3710,True,Bronx CD 2,Affordable housing,Health care services,Unemployment,41519289,28.4,25.2,21,6.9,5.9,4.9
202,0.16516255682938283,0.09758206308256136,0.6925503685000345,,114,,1420.1,"American Community Survey 2013-2017 5-Year Estimates for PUMA 3710, which is an approximation of both Bronx CD 2 and Bronx CD 1","American Community Survey (ACS) 2013-2017 5-year estimates for floodplain area within PUMA 3710, which is an approximation of Bronx CD 2.",2010 Census population counts for floodplain area within Bronx CD 2.,2.2,202,brxcb2@optonline.net,www.bxcb2.org,Bronx Community District 2,Bronx CD 2,http://www1.nyc.gov/assets/planning/download/pdf/community/community-portal/statement_needs/bx02_statement_2018.pdf,3176,19017,18,1,16,18,946,20128,96515,20.880330999999998,14.3,11.8,3.5,4.0,3.9,3.9,4.0,3.9,3.2,3.4,3.9,3.1,2.5,1.9,1.5,1.3,1.0,0.8,0.8,3.6,1.04,169,0.573099415,98,17000.0,97,0.081,0.052957572,171,0.567251462,848,0.580417109,1642,0,2.07,299,0.5355191260000001,98,15000.0,97,0.086,0.041895603999999996,183,0.530054645,848,0.587394744,2302,3,30.4,26.1,23.1,1301712,17335889,1692875,2276530,8299789,1044695,3184116,1898103,1392707,2722404,5466096,4432605,112,360,199,37,75,14,103,818,117,755,2984,109,185,4.1,3.9,5.2,4.8,4.0,3.6,2.7,2.8,4.3,2.8,2.2,1.9,1.0,0.9,0.7,0.3,0.2,4.3,43.0,44.2,40.8,0.9,0.3,0.2,1.1,1.6,0.6,0.3,1.2,0.3,0.1,0.9,0.3,0.1,0.4,0.1,0.1,1.3,0.7,0.1,0.1,0.1,0.2,0.5,"Hunts Point, Longwood",8.5,11.8,13.6,0.6,10.3,19.4,36.7,28.7,92.3,94.3,95.1,29.5,48.2,50.8,44.5,67.5,1.2,97,1.9,46824,52246,,0.12,31.0,26.2,19.8,3710,True,Bronx CD 1,Health care services,Parks,Schools,51047521,28.4,25.2,21,6.9,5.9,4.9
203,0.1503076636607669,0.08390757203845044,0.7913480274687101,,208,,1028.8,"American Community Survey 2013-2017 5-Year Estimates for PUMA 3705, which is an approximation of both Bronx CD 3 and Bronx CD 6","American Community Survey (ACS) 2013-2017 5-year estimates for floodplain area within PUMA 3705, which is an approximation of Bronx CD 3.",2010 Census population counts for floodplain area within Bronx CD 3.,1.6,203,brxcomm3@optonline.net,www.nyc.gov/bronxcb3,Bronx Community District 3,Bronx CD 3,http://www1.nyc.gov/assets/planning/download/pdf/community/community-portal/statement_needs/bx03_statement_2018.pdf,3642,32893,27,1,19,51,1390,20128,96515,15.410423000000002,14.3,11.8,3.8,4.3,4.6,4.6,4.1,3.6,3.1,3.4,3.8,3.3,2.7,2.0,1.8,1.6,1.0,0.6,0.6,4.7,0.01,0,0.214876033,52,31000.0,155,0.0,0.12265585400000001,242,0.640495868,0,0.530688159,856,0,0.03,21,0.240458015,63,19000.0,161,0.0,0.073041539,262,0.614503817,14,0.479672235,1522,84,26.4,26.1,23.1,1825086,2128876,2900693,6505172,233372,1134895,3884609,3238236,4043516,3870735,469682,830195,125,121,318,50,33,15,206,1208,118,1038,3728,48,255,3.6,4.4,4.5,4.3,3.0,2.5,2.5,2.9,4.0,2.8,2.6,1.9,1.2,0.9,0.7,0.4,0.2,4.2,44.2,44.2,40.8,0.9,0.3,0.2,1.1,1.6,0.6,0.3,1.1,0.3,0.1,0.9,0.3,0.1,0.4,0.1,0.1,1.2,0.8,0.1,0.1,0.1,0.2,0.7,"Claremont, Crotona Park East, Melrose, Morrisania",8.8,11.8,13.6,0.9,13.3,19.4,36.7,30.6,91.1,94.3,95.1,31.4,50.5,50.8,44.5,63.3,1.1,100,4.2,68574,79762,,0.16,30.3,26.2,19.8,3705,True,Bronx CD 6,Health care services,Unemployment,Youth and children’s services,31065067,28.9,25.2,21,6.9,8.2,4.9
204,0.13857993458369094,0.08374256430955525,0.654832709342752,,144,,1275.0,"American Community Survey 2013-2017 5-Year Estimates for PUMA 3708, which is an approximation of Bronx CD 4","American Community Survey (ACS) 2013-2017 5-year estimates for floodplain area within PUMA 3708, which is an approximation of Bronx CD 4.",2010 Census population counts for floodplain area within Bronx CD 4.,2.0,204,bx04@cb.nyc.gov,www.nyc.gov/html/bxcb4,Bronx Community District 4,Bronx CD 4,http://www1.nyc.gov/assets/planning/download/pdf/community/community-portal/statement_needs/bx04_statement_2018.pdf,3306,51594,27,4,31,48,2151,20128,96515,16.109177,14.3,11.8,4.1,3.6,4.3,4.2,4.0,3.5,3.7,3.2,4.0,3.8,3.0,2.5,2.0,1.5,1.0,0.6,0.9,3.4,0.14,25,0.471014493,65,24000.0,82,0.03,0.070193286,138,0.594202899,0,0.617178612,1085,0,0.26,27,0.471014493,65,24000.0,82,0.031,0.070193286,138,0.594202899,0,0.617178612,1085,0,36.2,26.1,23.1,2580784,1137748,3679666,6042925,318551,2425131,4484663,1676657,5500231,4503900,2511860,1220762,188,30,337,74,20,16,166,738,304,1101,3373,82,189,3.7,4.1,4.1,4.0,3.9,2.7,2.9,3.0,3.9,2.9,2.3,2.0,1.2,1.1,0.6,0.3,0.4,3.6,41.4,44.2,40.8,0.9,0.3,0.2,1.2,1.9,0.6,0.3,1.3,0.3,0.1,1.0,0.3,0.1,0.5,0.1,0.1,1.3,0.8,0.1,0.1,0.1,0.2,0.7,"Concourse, Concourse Village, East Concourse, Highbridge, Mount Eden, West Concourse",9.6,11.8,13.6,1.8,15.0,19.4,36.7,29.3,92.7,94.3,95.1,43.1,55.8,50.8,44.5,65.5,1.8,100,1.7,139563,146441,144614.0,0.05,32.4,26.2,19.8,3708,False,,Affordable housing,Crime,Youth and children’s services,36082878,27.5,25.2,21,6.9,6.6,4.9
205,0.14583845500114415,0.11451160159164446,0.2735692538928345,,84,,879.5,"American Community Survey 2013-2017 5-Year Estimates for PUMA 3707, which is an approximation of Bronx CD 5","American Community Survey (ACS) 2013-2017 5-year estimates for floodplain area within PUMA 3707, which is an approximation of Bronx CD 5.",2010 Census population counts for floodplain area within Bronx CD 5.,1.4,205,bx05@cb.nyc.gov,www1.nyc.gov/site/bronxcb5/index.page,Bronx Community District 5,Bronx CD 5,http://www1.nyc.gov/assets/planning/download/pdf/community/community-portal/statement_needs/bx05_statement_2018.pdf,3441,57057,35,3,19,40,1809,20128,96515,13.975545,14.3,11.8,4.0,,4.4,4.9,3.9,3.7,3.2,3.8,3.7,3.6,3.1,2.2,1.8,1.2,0.8,0.3,0.5,4.3,0.08,8,0.0,0,16000.0,32,0.036000000000000004,0.013652913000000001,45,0.7111111109999999,4048,0.650425115,1989,1654,0.16,8,0.0,0,16000.0,32,0.036000000000000004,0.013652913000000001,45,0.7111111109999999,4048,0.650425115,1989,1654,36.2,26.1,23.1,1671158,325583,3640339,1603836,39531,547031,3808704,2948395,4461630,4089664,560426,1095324,216,17,283,60,6,17,136,1156,312,865,3302,36,131,3.5,3.8,4.6,4.5,3.3,2.8,2.6,2.4,4.1,3.2,2.6,1.6,1.3,0.9,0.4,0.2,0.2,4.2,42.8,44.2,40.8,0.9,0.3,0.2,1.3,1.7,0.6,0.3,1.2,0.3,0.1,0.9,0.3,0.1,0.4,0.1,0.1,1.5,0.9,0.1,0.1,0.1,0.2,0.7,"Fordham, Morris Heights, Mount Hope, University Heights",7.7,11.8,13.6,1.7,13.1,19.4,36.7,27.5,91.9,94.3,95.1,43.4,59.3,50.8,44.5,68.4,1.1,100,1.2,128313,128200,140324.0,0.0,35.6,26.2,19.8,3707,False,,Schools,Traffic,Transit (buses & subways),24791621,28.7,25.2,21,6.9,7.7,4.9
206,0.14571251830833445,0.10042501491484825,0.4509583935027155,,209,,985.3,"American Community Survey 2013-2017 5-Year Estimates for PUMA 3705, which is an approximation of both Bronx CD 6 and Bronx CD 3","American Community Survey (ACS) 2013-2017 5-year estimates for floodplain area within PUMA 3705, which is an approximation of Bronx CD 6.",2010 Census population counts for floodplain area within Bronx CD 6.,1.5,206,bronxcb6@bronxcb6.org,www.bronxcb6.org,Bronx Community District 6,Bronx CD 6,http://www1.nyc.gov/assets/planning/download/pdf/community/community-portal/statement_needs/bx06_statement_2018.pdf,4329,31147,27,3,13,50,1500,20128,96515,17.414224,14.3,11.8,3.8,4.3,4.6,4.6,4.1,3.6,3.1,3.4,3.8,3.3,2.7,2.0,1.8,1.6,1.0,0.6,0.6,4.7,0.42,7,0.214876033,52,31000.0,155,0.001,0.12265585400000001,242,0.640495868,0,0.530688159,856,0,0.85,11,0.240458015,63,19000.0,161,0.001,0.073041539,262,0.614503817,158,0.479672235,1522,169,26.4,26.1,23.1,1976122,738652,2632275,10507440,69963,1403717,6645242,2860653,2579380,4385659,1029100,996596,216,76,410,54,20,18,155,1281,144,1310,4157,74,208,3.6,4.4,4.5,4.3,3.0,2.5,2.5,2.9,4.0,2.8,2.6,1.9,1.2,0.9,0.7,0.4,0.2,4.2,44.2,44.2,40.8,0.9,0.3,0.2,1.1,1.6,0.6,0.3,1.1,0.3,0.1,0.9,0.3,0.1,0.4,0.1,0.1,1.2,0.8,0.1,0.1,0.1,0.2,0.7,"Bathgate, Belmont, Bronx Park South, East Tremont, West Farms",8.8,11.8,13.6,0.9,13.3,19.4,36.7,30.6,91.9,94.3,95.1,31.4,50.5,50.8,44.5,63.3,1.1,99,4.2,75688,83268,,0.1,30.3,26.2,19.8,3705,True,Bronx CD 3,Crime,Schools,Unemployment,35824799,28.9,25.2,21,6.9,8.2,4.9
207,0.1893679145176438,0.13352245150545586,0.4182477357368324,,81,,1223.5,"American Community Survey 2013-2017 5-Year Estimates for PUMA 3706, which is an approximation of Bronx CD 7","American Community Survey (ACS) 2013-2017 5-year estimates for floodplain area within PUMA 3706, which is an approximation of Bronx CD 7.",2010 Census population counts for floodplain area within Bronx CD 7.,1.9,207,info@bronxcb7.info,www.bronxcb7.info,Bronx Community District 7,Bronx CD 7,http://www1.nyc.gov/assets/planning/download/pdf/community/community-portal/statement_needs/bx07_statement_2018.pdf,6816,50654,20,4,18,34,1742,20128,96515,15.823031,14.3,11.8,3.4,3.3,4.0,4.4,4.4,3.6,3.0,3.0,3.6,3.7,2.9,2.8,1.8,1.6,0.8,0.8,0.8,4.4,0.06,9,0.0,0,,0,0.0,0.012048193,7,0.0,0,0.559546314,296,0,0.12,9,0.0,0,,0,0.0,0.012048193,7,0.0,0,0.559546314,296,0,36.8,26.1,23.1,2086603,397699,3130140,2358290,32143,753920,7766231,3416882,5090684,5136076,1211837,1572769,228,20,356,24,7,19,164,1256,345,975,3637,57,124,3.4,3.4,3.9,4.9,4.3,3.2,3.1,2.8,3.1,2.7,2.1,2.5,1.4,0.9,0.7,0.4,0.3,4.5,44.3,44.2,40.8,1.0,0.3,0.2,1.7,2.1,0.6,0.3,1.6,0.3,0.1,0.9,0.3,0.1,0.6,0.1,0.1,1.5,1.0,0.1,0.1,0.1,0.2,0.8,"Bedford Park, Fordham, Kingsbridge Heights, Norwood, University Heights",9.5,11.8,13.6,5.6,16.6,19.4,36.7,14.8,93.0,94.3,95.1,43.8,55.3,50.8,44.5,71.3,2.2,98,6.3,141411,139286,133339.0,-0.02,27.4,26.2,19.8,3706,False,,Affordable housing,Neighborhood preservation (development trends),Schools,32953274,26.6,25.2,21,6.9,8.6,4.9
208,0.29251758993362204,0.23711502223656386,0.2336527107160018,,63,,2113.1,"American Community Survey 2013-2017 5-Year Estimates for PUMA 3701, which is an approximation of Bronx CD 8","American Community Survey (ACS) 2013-2017 5-year estimates for floodplain area within PUMA 3701, which is an approximation of Bronx CD 8.",2010 Census population counts for floodplain area within Bronx CD 8.,3.3,208,bx08@cb.nyc.gov,www.nyc.gov/html/bxcb8,Bronx Community District 8,Bronx CD 8,http://www1.nyc.gov/assets/planning/download/pdf/community/community-portal/statement_needs/bx08_statement_2018.pdf,5420,44616,10,6,23,22,957,20128,96515,8.827964,14.3,11.8,2.2,1.9,3.8,4.2,3.8,3.6,2.8,3.3,2.9,3.3,3.3,3.4,3.0,2.0,1.9,1.4,2.4,3.5,0.82,96,0.133040936,91,47000.0,305,0.11900000000000001,0.289340102,684,0.445906433,36,0.517891997,796,989,1.31,102,0.11428571400000001,116,47000.0,368,0.131,0.30664652600000003,1015,0.362561576,41,0.511267606,1089,1035,21.7,26.1,23.1,2143775,421733,1654409,9510142,728761,616377,12550444,18252913,12154454,2992979,6439205,10226801,188,11,155,47,3,20,141,3066,283,548,4977,37,435,2.8,2.9,3.3,3.6,4.0,2.8,3.0,3.0,3.0,2.6,2.5,2.4,2.5,1.5,1.2,0.8,0.9,4.3,45.7,44.2,40.8,1.5,0.3,0.2,1.4,2.2,0.6,0.3,1.3,0.3,0.1,1.1,0.3,0.1,0.8,0.1,0.1,1.1,0.8,0.1,0.1,0.1,0.2,0.7,"Fieldston, Kingsbridge, Marble Hill (MN), North Riverdale, Riverdale, Spuyten Duyvil",17.8,11.8,13.6,4.5,39.9,19.4,36.7,12.1,96.9,94.3,95.1,34.2,45.1,50.8,44.5,48.1,2.3,92,32.7,101332,101731,111182.0,0.0,15.8,26.2,19.8,3701,False,,Affordable housing,Parks,Senior services,77691993,21.3,25.2,21,6.9,5.6,4.9
209,0.14149442403903198,0.10249741978024378,0.3804681556120968,,178,,2622.5,"American Community Survey 2013-2017 5-Year Estimates for PUMA 3709, which is an approximation of Bronx CD 9","American Community Survey (ACS) 2013-2017 5-year estimates for floodplain area within PUMA 3709, which is an approximation of Bronx CD 9.",2010 Census population counts for floodplain area within Bronx CD 9.,4.1,209,bx09@cb.nyc.gov,www.nyc.gov/bxcb9,Bronx Community District 9,Bronx CD 9,http://www1.nyc.gov/assets/planning/download/pdf/community/community-portal/statement_needs/bx09_statement_2018.pdf,13473,76284,11,4,28,50,2057,20128,96515,12.331688,14.3,11.8,3.2,3.0,4.2,4.2,3.6,3.9,3.2,3.5,3.1,3.8,3.2,3.2,2.3,1.8,1.6,0.8,0.9,3.6,0.99,798,0.39804401,814,36000.0,1692,0.469,0.531583052,2045,0.827383863,654,0.5438829789999999,818,1167,2.29,2617,0.444973545,1682,21000.0,2779,0.5,0.253606172,3780,0.735185185,20950,0.5762795279999999,5855,12823,25.4,26.1,23.1,4278133,3208457,5956160,10972386,378005,2769610,4979743,16661265,14556247,11087582,950044,7203080,274,70,305,43,29,21,155,6228,111,3150,10989,55,391,3.2,3.3,4.2,4.0,3.6,3.0,2.5,3.4,3.8,2.9,2.6,2.1,1.6,1.2,1.0,0.6,0.4,3.6,45.9,44.2,40.8,1.0,0.3,0.2,1.3,1.7,0.6,0.3,1.2,0.3,0.1,0.7,0.3,0.1,0.5,0.1,0.1,1.1,0.7,0.1,0.1,0.1,0.2,0.5,"Bronx River, Castle Hill, Clason Point, Harding Park, Parkchester, Soundview, Soundview-Bruckner, Unionport",12.1,11.8,13.6,7.0,16.6,19.4,36.7,29.1,95.1,94.3,95.1,32.0,48.8,50.8,44.5,58.1,2.9,86,2.8,167859,172298,190848.0,0.03,27.6,26.2,19.8,3709,False,,Affordable housing,Crime,Neighborhood preservation (development trends),83000712,24.3,25.2,21,6.9,7.2,4.9
210,0.28598257842406266,0.2417792692190648,0.1828250591863081,,224,,4124.8,"American Community Survey 2013-2017 5-Year Estimates for PUMA 3703, which is an approximation of Bronx CD 10","American Community Survey (ACS) 2013-2017 5-year estimates for floodplain area within PUMA 3703, which is an approximation of Bronx CD 10.",2010 Census population counts for floodplain area within Bronx CD 10.,6.4,210,bx10@cb.nyc.gov,www.nyc.gov/html/bxcb10/,Bronx Community District 10,Bronx CD 10,http://www1.nyc.gov/assets/planning/download/pdf/community/community-portal/statement_needs/bx10_statement_2018.pdf,20199,50041,11,5,12,28,1073,20128,96515,8.883873,14.3,11.8,2.3,2.5,3.8,3.4,3.4,3.2,3.2,4.0,2.8,3.5,3.4,3.7,3.0,2.7,2.4,1.6,2.3,2.4,2.66,4249,0.29468540000000004,2412,42000.0,4273,0.514,0.488132157,8185,0.522052535,11229,0.419639383,3235,20555,4.77,5599,0.23443797600000002,3141,37000.0,5964,0.536,0.469512195,13398,0.44514106600000003,28407,0.42667244600000004,5906,22675,12.7,26.1,23.1,9331778,2276078,2385009,16755447,2116972,2508260,17606529,42193939,10097275,8563657,737498,22044832,377,94,377,64,41,22,142,11176,56,1863,15184,62,708,3.0,2.7,3.7,2.4,2.4,2.8,3.5,3.3,3.0,3.3,2.9,3.1,2.4,2.1,1.4,0.9,0.8,2.6,44.5,44.2,40.8,1.6,0.3,0.2,1.7,3.2,0.6,0.3,1.4,0.3,0.1,1.2,0.3,0.1,0.8,0.1,0.1,1.4,1.0,0.1,0.1,0.1,0.2,0.8,"City Island, Co-op City, Country Club, Edgewater Park, Pelham Bay, Schuylerville, Throgs Neck, Westchester Square",19.6,11.8,13.6,3.3,26.6,19.4,36.7,27.9,97.7,94.3,95.1,21.7,39.2,50.8,44.5,38.4,2.2,51,28.4,115948,120392,122586.0,0.04,14.0,26.2,19.8,3703,False,,"Quality of life issues (noise, graffiti, petty crime, etc.)",Traffic,Transit (buses & subways),136617274,19.0,25.2,21,6.9,4.9,4.9
211,0.21018373036820573,0.19574832622321547,0.07374471303795116,,175,,2302.6,"American Community Survey 2013-2017 5-Year Estimates for PUMA 3704, which is an approximation of Bronx CD 11","American Community Survey (ACS) 2013-2017 5-year estimates for floodplain area within PUMA 3704, which is an approximation of Bronx CD 11.",2010 Census population counts for floodplain area within Bronx CD 11.,3.6,211,bx11@cb.nyc.gov,www.nyc.gov/bxcb11,Bronx Community District 11,Bronx CD 11,http://www1.nyc.gov/assets/planning/download/pdf/community/community-portal/statement_needs/bx11_statement_2018.pdf,15237,68264,35,3,7,32,1228,20128,96515,9.378153,14.3,11.8,2.8,2.8,3.6,4.4,3.8,3.5,3.7,3.4,3.1,3.3,3.1,2.9,2.4,1.6,1.4,1.4,1.8,3.0,0.28,85,0.270588235,23,44000.0,34,0.0,0.116758242,85,0.4,296,0.49399657,288,9,0.64,401,0.514705882,210,23000.0,211,0.004,0.727272727,408,0.517156863,2365,0.55862069,81,491,24.0,26.1,23.1,4821018,1342736,2784770,448907,326909,1072236,11027432,26353911,5486936,5757598,2185030,1348866,330,67,395,14,13,23,135,9219,160,1710,12715,124,373,3.2,3.5,3.2,4.2,3.5,3.6,3.3,3.1,3.1,3.1,2.9,2.3,1.9,1.3,1.1,0.8,0.7,3.3,43.5,44.2,40.8,1.0,0.3,0.2,1.1,1.9,0.6,0.3,1.0,0.3,0.1,0.9,0.3,0.1,0.6,0.1,0.1,1.0,0.7,0.1,0.1,0.1,0.2,0.7,"Allerton, Bronxdale, Indian Village, Morris Park, Pelham Gardens, Pelham Parkway, Van Nest",14.5,11.8,13.6,8.0,24.1,19.4,36.7,21.4,95.4,94.3,95.1,34.3,47.6,50.8,44.5,46.7,2.2,86,22.0,110706,113232,129590.0,0.02,20.6,26.2,19.8,3704,False,,Not submitted,Not submitted,Not submitted,62956349,22.3,25.2,21,6.9,6.7,4.9
